'2019-11-26 19:01:37,896 - [testcases.py-->line:31] - INFO: 用例：正常登录---执行通过'
,取现之后的金额为:2113996.03'
'2019-12-12 13:02:07,715 - [testcase.py-->line:283] - INFO: 用例：提现成功-金额为0.01---执行未通过'
'2019-12-12 13:02:08,008 - [testcase.py-->line:283] - INFO: 用例：金额为负数---执行未通过'
'2019-12-12 20:00:45,078 - [testcase.py-->line:340] - INFO: 用例：正常登陆---执行通过'
'2019-12-12 20:00:45,459 - [testcase.py-->line:340] - INFO: 用例：新增项目成功---执行通过'
'2019-12-12 20:00:45,991 - [testcase.py-->line:340] - INFO: 用例：用户ID不存在---执行通过'
'2019-12-12 20:00:46,202 - [testcase.py-->line:340] - INFO: 用例：用户ID为空---执行通过'
'2019-12-12 20:00:46,428 - [testcase.py-->line:340] - INFO: 用例：title为空---执行通过'
'2019-12-12 20:00:46,632 - [testcase.py-->line:340] - INFO: 用例：借款金额为空---执行通过'
'2019-12-12 20:00:46,839 - [testcase.py-->line:340] - INFO: 用例：借款金额为负数---执行通过'
'2019-12-12 20:00:47,038 - [testcase.py-->line:340] - INFO: 用例：年利率为空---执行通过'
'2019-12-12 20:00:47,243 - [testcase.py-->line:340] - INFO: 用例：年利率为负数---执行通过'
'2019-12-12 20:00:47,561 - [testcase.py-->line:340] - INFO: 用例：年利率为0---执行通过'
'2019-12-12 20:00:47,765 - [testcase.py-->line:340] - INFO: 用例：年利率为100%---执行通过'
'2019-12-12 20:00:47,978 - [testcase.py-->line:340] - INFO: 用例：新增项目成功-按月计算，借款期限为1个月---执行通过'
'2019-12-12 20:00:48,184 - [testcase.py-->line:340] - INFO: 用例：新增项目成功-按月计算，借款期限为36个月---执行通过'
'2019-12-12 20:00:48,388 - [testcase.py-->line:340] - INFO: 用例：按月计算，借款期限为0个月---执行通过'
'2019-12-12 20:00:48,596 - [testcase.py-->line:340] - INFO: 用例：按月计算，借款期限为37个月---执行通过'
'2019-12-12 20:00:48,813 - [testcase.py-->line:340] - INFO: 用例：按月计算，借款期限为空---执行通过'
'2019-12-12 20:00:49,027 - [testcase.py-->line:340] - INFO: 用例：新增项目成功-按天计算，借款期限为10天---执行通过'
'2019-12-12 20:00:49,250 - [testcase.py-->line:340] - INFO: 用例：新增项目成功-按天计算，借款期限为45天---执行通过'
'2019-12-12 20:00:49,457 - [testcase.py-->line:340] - INFO: 用例：按天计算，借款期限为9天---执行通过'
'2019-12-12 20:00:49,676 - [testcase.py-->line:340] - INFO: 用例：按天计算，借款期限为46天---执行通过'
'2019-12-12 20:00:49,862 - [testcase.py-->line:340] - INFO: 用例：借款期限类型非1和2---执行通过'
'2019-12-12 20:00:50,077 - [testcase.py-->line:340] - INFO: 用例：新增项目成功-竞标天数为1---执行通过'
'2019-12-12 20:00:53,290 - [testcase.py-->line:340] - INFO: 用例：新增项目成功-竞标天数为10---执行通过'
'2019-12-12 20:00:53,614 - [testcase.py-->line:334] - INFO: 用例：竞标天数为0---执行未通过'
'2019-12-12 20:00:53,875 - [testcase.py-->line:334] - INFO: 用例：竞标天数为11---执行未通过'
'2019-12-12 20:00:54,073 - [testcase.py-->line:334] - INFO: 用例：竞标天数为空---执行未通过'
'2019-12-12 20:00:54,288 - [testcase.py-->line:98] - INFO: 用例：登录成功---执行未通过'
'2019-12-12 20:00:54,490 - [testcase.py-->line:98] - INFO: 用例：手机号为空---执行未通过'
'2019-12-12 20:00:54,572 - [testcase.py-->line:104] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-12 20:00:54,777 - [testcase.py-->line:104] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-12 20:00:54,980 - [testcase.py-->line:104] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-12 20:00:55,212 - [testcase.py-->line:104] - INFO: 用例：密码错误---执行通过'
'2019-12-12 20:00:55,664 - [testcase.py-->line:98] - INFO: 用例：密码为空---执行未通过'
'2019-12-12 20:00:55,754 - [testcase.py-->line:104] - INFO: 用例：密码小于8位---执行通过'
'2019-12-12 20:00:55,947 - [testcase.py-->line:104] - INFO: 用例：密码大于16位---执行通过'
'2019-12-12 20:00:56,427 - [testcase.py-->line:171] - INFO: 充值之前的金额为：0.00
,充值之后的金额为:2000.00'
'2019-12-12 20:00:56,428 - [testcase.py-->line:185] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-12 20:00:56,641 - [testcase.py-->line:185] - INFO: 用例：member_id为空---执行通过'
'2019-12-12 20:00:56,845 - [testcase.py-->line:185] - INFO: 用例：member_id不存在---执行通过'
'2019-12-12 20:00:57,182 - [testcase.py-->line:179] - INFO: 用例：金额为0---执行未通过'
'2019-12-12 20:00:57,425 - [testcase.py-->line:171] - INFO: 充值之前的金额为：2000.00
,充值之后的金额为:502000.00'
'2019-12-12 20:00:57,425 - [testcase.py-->line:185] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-12 20:00:57,616 - [testcase.py-->line:185] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-12 20:00:57,822 - [testcase.py-->line:185] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-12 20:00:58,142 - [testcase.py-->line:179] - INFO: 用例：金额为空---执行未通过'
'2019-12-12 20:00:58,375 - [testcase.py-->line:171] - INFO: 充值之前的金额为：502000.00
,充值之后的金额为:502000.01'
'2019-12-12 20:00:58,375 - [testcase.py-->line:185] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-12 20:00:58,568 - [testcase.py-->line:185] - INFO: 用例：金额为负数---执行通过'
'2019-12-12 20:00:58,777 - [testcase.py-->line:63] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-12 20:00:58,975 - [testcase.py-->line:63] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-12 20:00:59,181 - [testcase.py-->line:63] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-12 20:00:59,408 - [testcase.py-->line:63] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-12 20:00:59,604 - [testcase.py-->line:63] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-12 20:00:59,838 - [testcase.py-->line:63] - INFO: 用例：手机号为空---执行通过'
'2019-12-12 20:01:00,031 - [testcase.py-->line:63] - INFO: 用例：密码小于8位---执行通过'
'2019-12-12 20:01:00,235 - [testcase.py-->line:63] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-12 20:01:00,433 - [testcase.py-->line:63] - INFO: 用例：密码大于16位---执行通过'
'2019-12-12 20:01:00,631 - [testcase.py-->line:63] - INFO: 用例：不传密码---执行通过'
'2019-12-12 20:01:00,839 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-12 20:01:01,044 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-12 20:01:01,227 - [testcase.py-->line:63] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-12 20:01:01,429 - [testcase.py-->line:63] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-12 20:01:01,748 - [testcase.py-->line:56] - INFO: 用例：注册过的手机号再次注册---执行未通过'
'2019-12-12 20:01:02,152 - [testcase.py-->line:276] - INFO: 取现之前的金额为：502000.01
,取现之后的金额为:501998.01'
'2019-12-12 20:01:02,269 - [testcase.py-->line:283] - INFO: 用例：提现成功（小于可剩余额）---执行未通过'
'2019-12-12 20:01:02,549 - [testcase.py-->line:283] - INFO: 用例：member_id为空---执行未通过'
'2019-12-12 20:01:02,714 - [testcase.py-->line:289] - INFO: 用例：member_id不存在---执行通过'
'2019-12-12 20:01:03,223 - [testcase.py-->line:283] - INFO: 用例：金额为0---执行未通过'
'2019-12-12 20:01:03,730 - [testcase.py-->line:283] - INFO: 用例：提现成功-金额为500000（用户可用余额大于500000）---执行未通过'
'2019-12-12 20:01:04,017 - [testcase.py-->line:283] - INFO: 用例：金额为50000.01---执行未通过'
'2019-12-12 20:01:04,190 - [testcase.py-->line:289] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-12 20:01:04,594 - [testcase.py-->line:283] - INFO: 用例：金额为空---执行未通过'
'2019-12-12 20:01:04,912 - [testcase.py-->line:276] - INFO: 取现之前的金额为：1998.01
,取现之后的金额为:1997.99'
'2019-12-12 20:01:05,035 - [testcase.py-->line:283] - INFO: 用例：提现成功-金额为0.01---执行未通过'
'2019-12-12 20:01:05,316 - [testcase.py-->line:283] - INFO: 用例：金额为负数---执行未通过'
'2019-12-15 12:32:24,202 - [test_login.py-->line:48] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-15 12:32:24,371 - [test_login.py-->line:48] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-15 12:32:24,537 - [test_login.py-->line:48] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-15 12:32:24,709 - [test_login.py-->line:48] - INFO: 用例：密码错误---执行通过'
'2019-12-15 12:32:25,025 - [test_login.py-->line:48] - INFO: 用例：密码小于8位---执行通过'
'2019-12-15 12:32:25,205 - [test_login.py-->line:48] - INFO: 用例：密码大于16位---执行通过'
'2019-12-15 12:32:25,688 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：600000.00
,充值之后的金额为:602000.00'
'2019-12-15 12:32:25,688 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-15 12:32:25,852 - [test_recharge.py-->line:92] - INFO: 用例：member_id为空---执行通过'
'2019-12-15 12:32:25,978 - [test_recharge.py-->line:92] - INFO: 用例：member_id不存在---执行通过'
'2019-12-15 12:32:26,520 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：602000.00
,充值之后的金额为:1102000.00'
'2019-12-15 12:32:26,526 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-15 12:32:26,669 - [test_recharge.py-->line:92] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-15 12:32:26,836 - [test_recharge.py-->line:92] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-15 12:32:27,358 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：1102000.00
,充值之后的金额为:1102000.01'
'2019-12-15 12:32:27,359 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-15 12:32:27,513 - [test_recharge.py-->line:92] - INFO: 用例：金额为负数---执行通过'
'2019-12-15 12:32:27,690 - [test_register.py-->line:63] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-15 12:32:27,828 - [test_register.py-->line:63] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-15 12:32:27,961 - [test_register.py-->line:63] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-15 12:32:28,123 - [test_register.py-->line:63] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-15 12:32:28,253 - [test_register.py-->line:63] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-15 12:32:28,435 - [test_register.py-->line:63] - INFO: 用例：手机号为空---执行通过'
'2019-12-15 12:32:28,606 - [test_register.py-->line:63] - INFO: 用例：密码小于8位---执行通过'
'2019-12-15 12:32:28,776 - [test_register.py-->line:63] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-15 12:32:28,933 - [test_register.py-->line:63] - INFO: 用例：密码大于16位---执行通过'
'2019-12-15 12:32:29,084 - [test_register.py-->line:63] - INFO: 用例：不传密码---执行通过'
'2019-12-15 12:32:29,238 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-15 12:32:29,389 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-15 12:32:29,551 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-15 12:32:29,716 - [test_register.py-->line:63] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-15 12:32:29,889 - [test_register.py-->line:63] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-15 12:32:30,432 - [test_withdraw.py-->line:79] - INFO: 取现之前的金额为：1102000.01
,取现之后的金额为:1101998.01'
'2019-12-15 12:32:30,915 - [test_withdraw.py-->line:92] - INFO: 用例：member_id不存在---执行通过'
'2019-12-15 12:32:31,598 - [test_withdraw.py-->line:79] - INFO: 取现之前的金额为：1101998.01
,取现之后的金额为:101998.01'
'2019-12-15 12:32:32,122 - [test_withdraw.py-->line:92] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-15 12:32:32,806 - [test_withdraw.py-->line:79] - INFO: 取现之前的金额为：101998.01
,取现之后的金额为:101997.99'
'2019-12-15 12:34:31,715 - [test_login.py-->line:42] - INFO: 用例：登录成功---执行未通过'
'2019-12-15 12:34:31,950 - [test_login.py-->line:42] - INFO: 用例：手机号为空---执行未通过'
'2019-12-15 12:34:32,032 - [test_login.py-->line:48] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-15 12:34:32,238 - [test_login.py-->line:48] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-15 12:34:32,672 - [test_login.py-->line:48] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-15 12:34:32,916 - [test_login.py-->line:48] - INFO: 用例：密码错误---执行通过'
'2019-12-15 12:34:33,296 - [test_login.py-->line:42] - INFO: 用例：密码为空---执行未通过'
'2019-12-15 12:34:33,396 - [test_login.py-->line:48] - INFO: 用例：密码小于8位---执行通过'
'2019-12-15 12:34:33,640 - [test_login.py-->line:48] - INFO: 用例：密码大于16位---执行通过'
'2019-12-15 12:34:34,159 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：101997.99
,充值之后的金额为:103997.99'
'2019-12-15 12:34:34,160 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-15 12:34:34,389 - [test_recharge.py-->line:92] - INFO: 用例：member_id为空---执行通过'
'2019-12-15 12:34:34,621 - [test_recharge.py-->line:92] - INFO: 用例：member_id不存在---执行通过'
'2019-12-15 12:34:34,992 - [test_recharge.py-->line:86] - INFO: 用例：金额为0---执行未通过'
'2019-12-15 12:34:35,257 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：103997.99
,充值之后的金额为:603997.99'
'2019-12-15 12:34:35,258 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-15 12:34:35,474 - [test_recharge.py-->line:92] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-15 12:34:35,724 - [test_recharge.py-->line:92] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-15 12:34:36,086 - [test_recharge.py-->line:86] - INFO: 用例：金额为空---执行未通过'
'2019-12-15 12:34:36,379 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：603997.99
,充值之后的金额为:603998.00'
'2019-12-15 12:34:36,380 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-15 12:34:36,635 - [test_recharge.py-->line:92] - INFO: 用例：金额为负数---执行通过'
'2019-12-15 12:34:36,892 - [test_register.py-->line:63] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-15 12:34:37,134 - [test_register.py-->line:63] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-15 12:34:37,356 - [test_register.py-->line:63] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-15 12:34:37,598 - [test_register.py-->line:63] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-15 12:34:37,833 - [test_register.py-->line:63] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-15 12:34:38,019 - [test_register.py-->line:63] - INFO: 用例：手机号为空---执行通过'
'2019-12-15 12:34:38,250 - [test_register.py-->line:63] - INFO: 用例：密码小于8位---执行通过'
'2019-12-15 12:34:38,713 - [test_register.py-->line:63] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-15 12:34:38,939 - [test_register.py-->line:63] - INFO: 用例：密码大于16位---执行通过'
'2019-12-15 12:34:39,185 - [test_register.py-->line:63] - INFO: 用例：不传密码---执行通过'
'2019-12-15 12:34:39,683 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-15 12:34:39,925 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-15 12:34:40,131 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-15 12:34:40,451 - [test_register.py-->line:63] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-15 12:34:40,682 - [test_register.py-->line:63] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-15 12:34:41,323 - [test_withdraw.py-->line:79] - INFO: 取现之前的金额为：603998.00
,取现之后的金额为:603996.00'
'2019-12-15 12:34:41,486 - [test_withdraw.py-->line:86] - INFO: 用例：提现成功（小于可剩余额）---执行未通过'
'2019-12-15 12:34:41,815 - [test_withdraw.py-->line:86] - INFO: 用例：member_id为空---执行未通过'
'2019-12-15 12:34:42,000 - [test_withdraw.py-->line:92] - INFO: 用例：member_id不存在---执行通过'
'2019-12-15 12:34:42,524 - [test_withdraw.py-->line:86] - INFO: 用例：金额为0---执行未通过'
'2019-12-15 12:34:42,924 - [test_withdraw.py-->line:86] - INFO: 用例：提现成功-金额为500000（用户可用余额大于500000）---执行未通过'
'2019-12-15 12:34:43,239 - [test_withdraw.py-->line:86] - INFO: 用例：金额为50000.01---执行未通过'
'2019-12-15 12:34:43,418 - [test_withdraw.py-->line:92] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-15 12:34:43,896 - [test_withdraw.py-->line:86] - INFO: 用例：金额为空---执行未通过'
'2019-12-15 12:34:44,307 - [test_withdraw.py-->line:79] - INFO: 取现之前的金额为：103996.00
,取现之后的金额为:103995.98'
'2019-12-15 12:34:44,444 - [test_withdraw.py-->line:86] - INFO: 用例：提现成功-金额为0.01---执行未通过'
'2019-12-15 12:34:44,766 - [test_withdraw.py-->line:86] - INFO: 用例：金额为负数---执行未通过'
'2019-12-15 12:56:06,106 - [test_login.py-->line:42] - INFO: 用例：登录成功---执行未通过'
'2019-12-15 12:56:06,317 - [test_login.py-->line:42] - INFO: 用例：手机号为空---执行未通过'
'2019-12-15 12:56:06,434 - [test_login.py-->line:48] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-15 12:56:06,653 - [test_login.py-->line:48] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-15 12:56:06,890 - [test_login.py-->line:48] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-15 12:56:07,120 - [test_login.py-->line:48] - INFO: 用例：密码错误---执行通过'
'2019-12-15 12:56:07,488 - [test_login.py-->line:42] - INFO: 用例：密码为空---执行未通过'
'2019-12-15 12:56:07,585 - [test_login.py-->line:48] - INFO: 用例：密码小于8位---执行通过'
'2019-12-15 12:56:07,815 - [test_login.py-->line:48] - INFO: 用例：密码大于16位---执行通过'
'2019-12-15 12:56:08,318 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：103995.98
,充值之后的金额为:105995.98'
'2019-12-15 12:56:08,319 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-15 12:56:08,557 - [test_recharge.py-->line:92] - INFO: 用例：member_id为空---执行通过'
'2019-12-15 12:56:08,793 - [test_recharge.py-->line:92] - INFO: 用例：member_id不存在---执行通过'
'2019-12-15 12:56:09,193 - [test_recharge.py-->line:86] - INFO: 用例：金额为0---执行未通过'
'2019-12-15 12:56:09,723 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：105995.98
,充值之后的金额为:605995.98'
'2019-12-15 12:56:09,724 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-15 12:56:09,960 - [test_recharge.py-->line:92] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-15 12:56:10,208 - [test_recharge.py-->line:92] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-15 12:56:10,591 - [test_recharge.py-->line:86] - INFO: 用例：金额为空---执行未通过'
'2019-12-15 12:56:10,851 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：605995.98
,充值之后的金额为:605995.99'
'2019-12-15 12:56:10,852 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-15 12:56:11,086 - [test_recharge.py-->line:92] - INFO: 用例：金额为负数---执行通过'
'2019-12-15 12:56:11,306 - [test_register.py-->line:63] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-15 12:56:11,573 - [test_register.py-->line:63] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-15 12:56:11,795 - [test_register.py-->line:63] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-15 12:56:12,018 - [test_register.py-->line:63] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-15 12:56:12,253 - [test_register.py-->line:63] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-15 12:56:12,490 - [test_register.py-->line:63] - INFO: 用例：手机号为空---执行通过'
'2019-12-15 12:56:12,724 - [test_register.py-->line:63] - INFO: 用例：密码小于8位---执行通过'
'2019-12-15 12:56:13,226 - [test_register.py-->line:63] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-15 12:56:13,482 - [test_register.py-->line:63] - INFO: 用例：密码大于16位---执行通过'
'2019-12-15 12:56:13,699 - [test_register.py-->line:63] - INFO: 用例：不传密码---执行通过'
'2019-12-15 12:56:13,929 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-15 12:56:14,166 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
'2019-12-15 12:56:14,397 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型非0和1---执行通过'
'2019-12-15 12:56:14,621 - [test_register.py-->line:63] - INFO: 用例：注册名超过11位---执行通过'
'2019-12-15 12:56:14,863 - [test_register.py-->line:63] - INFO: 用例：注册过的手机号再次注册---执行通过'
'2019-12-15 12:56:15,692 - [test_withdraw.py-->line:79] - INFO: 取现之前的金额为：605995.99
,取现之后的金额为:605993.99'
'2019-12-15 12:56:15,844 - [test_withdraw.py-->line:86] - INFO: 用例：提现成功（小于可剩余额）---执行未通过'
'2019-12-15 12:56:16,172 - [test_withdraw.py-->line:86] - INFO: 用例：member_id为空---执行未通过'
'2019-12-15 12:56:16,354 - [test_withdraw.py-->line:92] - INFO: 用例：member_id不存在---执行通过'
'2019-12-15 12:56:16,855 - [test_withdraw.py-->line:86] - INFO: 用例：金额为0---执行未通过'
'2019-12-15 12:56:17,299 - [test_withdraw.py-->line:86] - INFO: 用例：提现成功-金额为500000（用户可用余额大于500000）---执行未通过'
'2019-12-15 12:56:17,612 - [test_withdraw.py-->line:86] - INFO: 用例：金额为50000.01---执行未通过'
'2019-12-15 12:56:17,798 - [test_withdraw.py-->line:92] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-15 12:56:18,272 - [test_withdraw.py-->line:86] - INFO: 用例：金额为空---执行未通过'
'2019-12-15 12:56:18,631 - [test_withdraw.py-->line:79] - INFO: 取现之前的金额为：105993.99
,取现之后的金额为:105993.97'
'2019-12-15 12:56:18,779 - [test_withdraw.py-->line:86] - INFO: 用例：提现成功-金额为0.01---执行未通过'
'2019-12-15 12:56:19,108 - [test_withdraw.py-->line:86] - INFO: 用例：金额为负数---执行未通过'
'2019-12-15 12:59:44,811 - [test_invest.py-->line:81] - INFO: 用例：管理员正常登陆---执行通过'
'2019-12-15 12:59:44,922 - [test_invest.py-->line:81] - INFO: 用例：管理员加标---执行通过'
'2019-12-15 12:59:45,802 - [test_invest.py-->line:81] - INFO: 用例：标id为空---执行通过'
'2019-12-15 12:59:45,995 - [test_invest.py-->line:81] - INFO: 用例：投资金额不为100的整数---执行通过'
'2019-12-15 12:59:46,378 - [test_invest.py-->line:81] - INFO: 用例：投资金额为小数---执行通过'
'2019-12-15 12:59:46,471 - [test_invest.py-->line:81] - INFO: 用例：投资金额为负数---执行通过'
'2019-12-15 12:59:46,738 - [test_login.py-->line:42] - INFO: 用例：登录成功---执行未通过'
'2019-12-15 12:59:46,963 - [test_login.py-->line:42] - INFO: 用例：手机号为空---执行未通过'
'2019-12-15 12:59:47,052 - [test_login.py-->line:48] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-15 12:59:47,297 - [test_login.py-->line:48] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-15 12:59:47,544 - [test_login.py-->line:48] - INFO: 用例：手机号为未注册过的手机号---执行通过'
'2019-12-15 12:59:47,773 - [test_login.py-->line:48] - INFO: 用例：密码错误---执行通过'
'2019-12-15 12:59:48,133 - [test_login.py-->line:42] - INFO: 用例：密码为空---执行未通过'
'2019-12-15 12:59:48,223 - [test_login.py-->line:48] - INFO: 用例：密码小于8位---执行通过'
'2019-12-15 12:59:48,458 - [test_login.py-->line:48] - INFO: 用例：密码大于16位---执行通过'
'2019-12-15 12:59:48,972 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：105993.97
,充值之后的金额为:107993.97'
'2019-12-15 12:59:48,973 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-member_id正确---执行通过'
'2019-12-15 12:59:49,207 - [test_recharge.py-->line:92] - INFO: 用例：member_id为空---执行通过'
'2019-12-15 12:59:49,436 - [test_recharge.py-->line:92] - INFO: 用例：member_id不存在---执行通过'
'2019-12-15 12:59:49,835 - [test_recharge.py-->line:86] - INFO: 用例：金额为0---执行未通过'
'2019-12-15 12:59:50,093 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：107993.97
,充值之后的金额为:607993.97'
'2019-12-15 12:59:50,093 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-金额为500000---执行通过'
'2019-12-15 12:59:50,308 - [test_recharge.py-->line:92] - INFO: 用例：金额为50000.01---执行通过'
'2019-12-15 12:59:50,551 - [test_recharge.py-->line:92] - INFO: 用例：金额为三位小数---执行通过'
'2019-12-15 12:59:50,918 - [test_recharge.py-->line:86] - INFO: 用例：金额为空---执行未通过'
'2019-12-15 12:59:51,180 - [test_recharge.py-->line:78] - INFO: 充值之前的金额为：607993.97
,充值之后的金额为:607993.98'
'2019-12-15 12:59:51,181 - [test_recharge.py-->line:92] - INFO: 用例：充值成功-金额为0.01---执行通过'
'2019-12-15 12:59:51,446 - [test_recharge.py-->line:92] - INFO: 用例：金额为负数---执行通过'
'2019-12-15 12:59:51,701 - [test_register.py-->line:63] - INFO: 用例：注册成功—带注册名，不带类型---执行通过'
'2019-12-15 12:59:51,944 - [test_register.py-->line:63] - INFO: 用例：成功-不带注册名，不带类型---执行通过'
'2019-12-15 12:59:52,169 - [test_register.py-->line:63] - INFO: 用例：手机号长度不足11位---执行通过'
'2019-12-15 12:59:52,364 - [test_register.py-->line:63] - INFO: 用例：手机号长度超过11位---执行通过'
'2019-12-15 12:59:52,603 - [test_register.py-->line:63] - INFO: 用例：手机号格式错误---执行通过'
'2019-12-15 12:59:52,834 - [test_register.py-->line:63] - INFO: 用例：手机号为空---执行通过'
'2019-12-15 12:59:53,015 - [test_register.py-->line:63] - INFO: 用例：密码小于8位---执行通过'
'2019-12-15 12:59:53,234 - [test_register.py-->line:63] - INFO: 用例：注册成功-密码16位---执行通过'
'2019-12-15 12:59:53,466 - [test_register.py-->line:63] - INFO: 用例：密码大于16位---执行通过'
'2019-12-15 12:59:53,700 - [test_register.py-->line:63] - INFO: 用例：不传密码---执行通过'
'2019-12-15 12:59:53,946 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型为0---执行通过'
'2019-12-15 12:59:54,748 - [test_register.py-->line:63] - INFO: 用例：注册成功—类型为1---执行通过'
